GUID	Key	Value	OriginalValue	Info for translators	Do Not Translate	Localization State
3735375559668366435	ColorZoneName_Grille	Grille	Grille		False	Localized, SentToLocalization
7032364804119679269	ColorZoneName_Grout	Grout	Grout		False	Localized, SentToLocalization
8886155999371017703	ColorZoneName_Hair	Hair	Hair	Hair on the head	False	Localized, SentToLocalization
2198477841239420941	ColorZoneName_Handle	Handle	Handle		False	Localized, SentToLocalization
6937873509310575750	ColorZoneName_HandleAndWheels	Handle & Wheels	Handle & Wheels		False	Localized, SentToLocalization
4230061481682455258	ColorZoneName_Handles	Handles	Handles		False	Localized, SentToLocalization
8293288805086207454	ColorZoneName_Handrails	Handrails	Handrails		False	Localized, SentToLocalization
1482538404552161919	ColorZoneName_Hanger	Hanger	Hanger	Hanger for a broom and a dustpan	False	Localized, SentToLocalization
2900107144871568848	ColorZoneName_Hat	Hat	Hat		False	Localized, SentToLocalization
7100750922231246922	ColorZoneName_HatBand	Hat Band	Hat Band		False	Localized, SentToLocalization
6284225079888898385	ColorZoneName_Head	Head	Head	Head of a broom	False	Localized, SentToLocalization
6349344505992982942	ColorZoneName_Headband	Headband	Headband		False	Localized, SentToLocalization
2789865253795643787	ColorZoneName_AshCatcher	Ash Catcher	Heater	The part of a barbecue grill that is meant to catch ash under it.	False	Localized, SentToLocalization
1742292403200277554	ColorZoneName_Heel	Heel	Heel		False	Localized, SentToLocalization
5349278853521992069	ColorZoneName_LightLines	Highlights	Highlights	Color of the light color lines on the character skin	False	New, ChangedOnProofreadingImport, Localized
7604394021097399939	ColorZoneName_Hilt	Hilt	Hilt		False	Localized, SentToLocalization
4704540167210393128	ColorZoneName_Hinges	Hinges	Hinges		False	Localized, SentToLocalization
5274175364330639751	ColorZoneName_Holder	Holder	Holder		False	ChangedOnProofreadingImport, Localized, SentToLocalization
2148111565914000216	ColorZoneName_Hole	Hole	Hole		False	Localized, SentToLocalization
9053440414144823514	ColorZoneName_Holes	Holes	Holes		False	Localized, SentToLocalization
3048104447701633800	ColorZoneName_Hook	Hook	Hook		False	Localized, SentToLocalization
7515806869903673077	ColorZoneName_Horn	Horn	Horn		False	Localized, SentToLocalization
443241425626557834	ColorZoneName_Horns	Horns	Horns		False	Localized, SentToLocalization
5073429212648413967	ColorZoneName_House	House	House		False	Localized, SentToLocalization
6102030558406681857	ColorZoneName_IceCream	Ice Cream	Ice Cream		False	Localized, SentToLocalization
6797086305845349457	ColorZoneName_Icing	Icing	Icing		False	Localized, SentToLocalization
6413204423991751814	ColorZoneName_Incense	Incense	Incense		False	Localized, SentToLocalization
215862453017419130	ColorZoneName_Ink	Ink	Ink		False	Localized, SentToLocalization
4883168425244712480	ColorZoneName_InnerSole	Insoles	Inner Sole		False	Localized, SentToLocalization
8493027854016149952	ColorZoneName_InnerIris	Inner Iris	Inner Iris		False	Localized, SentToLocalization
4190745900580053065	ColorZoneName_Interior	Interior	Interior		False	Localized, SentToLocalization
8237417672972308134	ColorZoneName_Iris	Iris	Iris		False	Localized, SentToLocalization
958477699107525346	ColorZoneName_Jacket	Jacket	Jacket		False	Localized, SentToLocalization
3837789875708115332	ColorZoneName_Jam	Jam	Jam		False	Localized, SentToLocalization
2477730781974172949	ColorZoneName_Container	Jar	Jar	Tins and cylindrical containers, like some to store sugar or flour or to decorate a kitchen. 	False	ChangedOnProofreadingImport, Localized, SentToLocalization
1106936816174759051	ColorZoneName_Jean	Denim	Jean		False	Localized, SentToLocalization
1482227238656951848	ColorZoneName_Jewel	Jewel	Jewel	Precious stone like diamond of ruby 	False	Localized, SentToLocalization
1381159568079685971	ColorZoneName_Juice	Juice	Juice		False	Localized, SentToLocalization
4480218476732339405	ColorZoneName_Kettle	Kettle	Kettle		False	Localized, SentToLocalization
7706595139832761861	ColorZoneName_Keyboard	Keyboard	Keyboard		False	Localized, SentToLocalization
2693782607141837873	ColorZoneName_KeycapsAndMouse	Keycaps & Mouse	Keycaps & Mouse		False	Localized, SentToLocalization
3145164947495330437	ColorZoneName_Knot	Knot	Knot		False	Localized, SentToLocalization
4150177912281524690	ColorZoneName_Label	Label	Label		False	Localized, SentToLocalization
531471871871373338	ColorZoneName_Lace	Lace	Lace		False	Localized, SentToLocalization
1037211976455985899	ColorZoneName_Laces	Laces	Laces		False	Localized, SentToLocalization
3252002309258977394	ColorZoneName_LampShade	Lamp Shade	Lamp Shade		False	Localized, SentToLocalization
5506230891933689726	ColorZoneName_Latches	Latches	Latches		False	Localized, SentToLocalization
6362283612883031557	ColorZoneName_Lattice	Lattice	Lattice		False	Localized, SentToLocalization
8066413726397106372	ColorZoneName_Leather	Leather	Leather		False	Localized, SentToLocalization
3147396017466288218	ColorZoneName_Leaves	Leaves	Leaves		False	Localized, SentToLocalization
7153438403528217648	ColorZoneName_LeftEye	Left Eye	Left Eye		False	Localized, SentToLocalization
1319941394486148227	ColorZoneName_LeftSide	Left Side	Left Side		False	Localized, SentToLocalization
6679586298496928087	ColorZoneName_Legs	Legs	Legs		False	Localized, SentToLocalization
4650500842283247305	ColorZoneName_LegsDetail	Leg Detail	Legs Detail		False	Localized, SentToLocalization
3320808333726417725	ColorZoneName_Lid	Lid	Lid		False	Localized, SentToLocalization
8758992957071684118	ColorZoneName_Lids	Lids	Lids		False	Localized, SentToLocalization
1108885449117864793	ColorZoneName_Light	Light	Light		False	Localized, SentToLocalization
2113472323050908534	ColorZoneName_Lightbulb	Lightbulb	Lightbulb		False	Localized, SentToLocalization
8952004712450387379	ColorZoneName_LineDetail	Line Detail	Line Detail		False	Localized, SentToLocalization
2395587755505181704	ColorZoneName_Liner	Liner	Liner		False	Localized, SentToLocalization
4026526785603434861	ColorZoneName_Lines	Lines	Lines		False	Localized, SentToLocalization
927138911667090548	ColorZoneName_Lips	Lips	Lips		False	Localized, SentToLocalization
7934510138027565553	ColorZoneName_Lock	Lock	Lock	Lock on luggage	False	Localized, SentToLocalization
2900724436818288858	ColorZoneName_Logo	Logo	Logo		False	Localized, SentToLocalization
2442988605881977281	ColorZoneName_Loofah	Loofah	Loofah		False	Localized, SentToLocalization
3696346938682016736	ColorZoneName_LowerFade	Lower Fade	Lower Fade		False	Localized, SentToLocalization
7039523065020495066	ColorZoneName_LowerLip	Lower Lip	Lower Lip		False	Localized, SentToLocalization
789045409903584988	ColorZoneName_MainColor	Main Color	Main Color		False	Localized, SentToLocalization
4281912852573604871	ColorZoneName_Mantel	Mantel	Mantel		False	Localized, SentToLocalization
6320996349365141012	ColorZoneName_Mattress	Mattress	Mattress		False	Localized, SentToLocalization
2257980165033697881	ColorZoneName_Metal	Metal	Metal		False	Localized, SentToLocalization
8711130059301303440	ColorZoneName_MetalPieces	Metal Pieces	Metal Wares	Metal pieces of any items, it can refer to any piece made of metal --its more of a generic term used when there are multiple parts of an item made of metal and that it would be hard to use a specific descriptor that includes all the pieces	False	Localized, SentToLocalization
2623434207335676956	ColorZoneName_Mittens	Mittens	Mittens		False	Localized, SentToLocalization
6150058694619179821	ColorZoneName_EarMold	Ear Mold	Ear Mold	Mold of the ear for hearing aid	False	Localized
6975607227087721878	ColorZoneName_Moon	Moon	Moon		False	Localized, SentToLocalization
7816518411911103547	ColorZoneName_Mouse	Mouse	Mouse		False	Localized, SentToLocalization
1194023717591841371	ColorZoneName_Mouth	Mouth	Mouth		False	Localized, SentToLocalization
3085707193905883662	ColorZoneName_Mug	Mug	Mug		False	Localized, SentToLocalization
5600718812056619868	ColorZoneName_Mugs	Mugs	Mugs		False	Localized, SentToLocalization
6579053627618857346	ColorZoneName_Nail	Nails	Nail		False	Localized, SentToLocalization
966495666848048902	ColorZoneName_Name	Text	Name		False	Localized, SentToLocalization
1718807617033649797	ColorZoneName_Neck	Neck	Neck		False	Localized, SentToLocalization
2515439046095057204	ColorZoneName_NeckAndSides	Neck & Sides	Neck & Sides		False	Localized, SentToLocalization
1078852135264363926	ColorZoneName_Necklace	Necklace	Necklace		False	Localized, SentToLocalization
3786130198491645022	ColorZoneName_NewZoneColor	New Color Zone	New Zone Color		False	Localized, SentToLocalization
1954842169634817654	ColorZoneName_Nose	Nose	Nose		False	Localized, SentToLocalization
7682440857673195530	ColorZoneName_Nozzle	Nozzle	Nozzle		False	Localized, SentToLocalization
3626085108167238676	ColorZoneName_Number	Number	Number		False	Localized, SentToLocalization
3601709084535656473	ColorZoneName_Onesie	Onesie	Onesie		False	Localized, SentToLocalization
1611448973006833786	ColorZoneName_Outside	Outside	Outside		False	Localized, SentToLocalization
6458149779897325446	ColorZoneName_OuterColor	Outer Color	Outer Color		False	Localized, SentToLocalization
883248424648877736	ColorZoneName_Overall	Overalls	Overall		False	Localized, SentToLocalization
3659096571926108296	ColorZoneName_PaintStrokes	Paint Strokes	Paint Strokes		False	Localized, SentToLocalization
1647021335790050790	ColorZoneName_Palm	Blades	Palm	Blades/Palms of a ceiling fan.	False	Localized, SentToLocalization
3129527595352696412	ColorZoneName_Pan	Pan	Pan		False	Localized, SentToLocalization
846900991950860869	ColorZoneName_Paneling	Paneling	Paneling		False	Localized, SentToLocalization
5545911604838156360	ColorZoneName_Panties	Panties	Panties		False	Localized, SentToLocalization
4732038199986713168	ColorZoneName_Pants	Pants	Pants		False	Localized, SentToLocalization
3911346753267075275	ColorZoneName_Paper	Paper	Paper		False	Localized, SentToLocalization
2448016424317572586	ColorZoneName_Parasol	Parasol	Parasol		False	Localized, SentToLocalization
6528992086420796912	ColorZoneName_Paws	Paws	Paws		False	Localized, SentToLocalization
3518315462472759812	ColorZoneName_Pearl	Pearl	Pearl		False	Localized, SentToLocalization
7018103446555557768	ColorZoneName_Pendant	Pendant	Pendant		False	Localized, SentToLocalization
3951033715790871042	ColorZoneName_Pendulum	Pendulum	Pendulum		False	Localized, SentToLocalization
2849870509086517113	ColorZoneName_PerforatedSheets	Perforated Sheets	Perforated Sheets		False	Localized, SentToLocalization
7038833580706595565	ColorZoneName_Petals	Petals	Petals		False	Localized, SentToLocalization
2345619993500062934	ColorZoneName_Pimples	Pimples	Pimples		False	Localized, SentToLocalization
2098526059810197841	ColorZoneName_Pipes	Pipes	Pipes		False	Localized, SentToLocalization
4675743914865579304	ColorZoneName_Plank	Plank	Plank		False	Localized, SentToLocalization
902754247014398964	ColorZoneName_Planter	Planter	Planter		False	Localized, SentToLocalization
3458866408267574476	ColorZoneName_Plastic	Plastic	Plastic		False	Localized, SentToLocalization
8489656803920205165	ColorZoneName_Plate	Plate	Plate		False	Localized, SentToLocalization
5246357231360081252	ColorZoneName_Plates	Plates	Plates		False	Localized, SentToLocalization
1615620751527016325	ColorZoneName_Pocket	Pocket	Pocket		False	Localized, SentToLocalization
5387713507579385739	ColorZoneName_Pommel	Pommel	Pommel		False	Localized, SentToLocalization
2535960509125667286	ColorZoneName_Pompoms	Pompoms	Pompoms		False	Localized, SentToLocalization
9026211956530958059	ColorZoneName_Posts	Posts	Posts		False	Localized, SentToLocalization
1657199961030920224	ColorZoneName_Pot	Pot	Pot		False	Localized, SentToLocalization
7732796975476936427	ColorZoneName_Pouch	Pouch	Pouch		False	Localized, SentToLocalization
243636780605061517	ColorZoneName_Propeller	Propeller	Propeller		False	Localized, SentToLocalization
495454049342120602	ColorZoneName_Inhaler	Inhaler	Pump		False	Localized, SentToLocalization
5688957090543596263	ColorZoneName_Pumpkin	Pumpkin	Pumpkin		False	Localized, SentToLocalization
77648313150266622	ColorZoneName_Pylon	Pylon	Pylon		False	Localized, SentToLocalization
861180466715334399	ColorZoneName_Rack	Rack	Rack	For clothes	False	Localized, SentToLocalization
3896881089624645545	ColorZoneName_Radiator	Radiator	Radiator		False	Localized, SentToLocalization
5698518208825556654	ColorZoneName_Rail	Rail	Rail	Rail where cookwares are hanged	False	Localized, SentToLocalization
4997043944146460744	ColorZoneName_Rake	Rake	Rake		False	Localized, SentToLocalization
7544625083176128546	ColorZoneName_Rattan	Wicker	Rattan		False	Localized, SentToLocalization
336933656438095571	ColorZoneName_Reactor	Reactor	Reactor		False	Localized, SentToLocalization
5310969288550751260	ColorZoneName_Receiver	Receiver	Receiver		False	Localized, SentToLocalization
2206527176895715970	ColorZoneName_Ribbon	Ribbon	Ribbon		False	Localized, SentToLocalization
5295823040867456410	ColorZoneName_Ribbons	Ribbons	Ribbons		False	Localized, SentToLocalization
5237228692242807756	ColorZoneName_RightEye	Right Eye	Right Eye		False	Localized, SentToLocalization
5794321945131348360	ColorZoneName_Ring	Ring	Ring		False	Localized, SentToLocalization
3509227620336561840	ColorZoneName_Rings	Rings	Rings		False	Localized, SentToLocalization
1772022319326549620	ColorZoneName_Risers	Risers	Risers		False	Localized, SentToLocalization
2380717225418154354	ColorZoneName_Rocket	Rocket	Rocket		False	Localized, SentToLocalization
1171403999118388397	ColorZoneName_Rod	Rod	Rod	Curtain rod	False	Localized, SentToLocalization
859349164979258048	ColorZoneName_Roofing	Roofing	Roofing		False	Localized, SentToLocalization
1305449339227597916	ColorZoneName_Roofing1	Roofing 1	Roofing 1		False	Localized, SentToLocalization
3201826873673370798	ColorZoneName_Roofing2	Roofing 2	Roofing 2		False	Localized, SentToLocalization
5352336920052145253	ColorZoneName_Roots	Roots	Roots		False	Localized, SentToLocalization
8418197735476039062	ColorZoneName_Rope	Rope	Rope		False	Localized, SentToLocalization
5346663169521624906	ColorZoneName_Ruffle	Ruffles	Ruffle		False	Localized, SentToLocalization
1985469743436585552	ColorZoneName_RunnerRug	Runner Rug	Runner Rug		False	Localized, SentToLocalization
1240977513198291686	ColorZoneName_Scar	Scar	Scar		False	Localized, SentToLocalization
4239283449595372793	ColorZoneName_Scarf	Scarf	Scarf		False	Localized, SentToLocalization
4798680560869555450	ColorZoneName_Scratches	Scratches	Scratches		False	Localized, SentToLocalization
5739009367003150781	ColorZoneName_Screen	Screen	Screen	TV screen, computer screen, etc	False	Localized, SentToLocalization
8213346382115926484	ColorZoneName_ScreenAndTower	Screen & Tower	Screen & Tower		False	Localized, SentToLocalization
6481715393014433520	ColorZoneName_Seat	Seat	Seat		False	Localized, SentToLocalization
1108894108880809991	ColorZoneName_Shading	Shading	Shading		False	Localized, SentToLocalization
8252503411830041844	ColorZoneName_Shadows	Shadows	Shadows		False	Localized, SentToLocalization
5635447558795986131	ColorZoneName_Sheets	Sheets	Sheets		False	Localized, SentToLocalization
1041642711683088834	ColorZoneName_Shelf	Shelf	Shelf		False	Localized, SentToLocalization
5061367649841388231	ColorZoneName_Shell	Shell	Shell		False	Localized, SentToLocalization
3463051779581719394	ColorZoneName_Shelves	Shelves	Shelves		False	Localized, SentToLocalization
7276012745076890709	ColorZoneName_Top	Top	Shirt		False	Localized, SentToLocalization
5262187672502904827	ColorZoneName_ShoeColor1	Shoe Color 1	Shoe Color 1		False	Localized, SentToLocalization
4243099257801367225	ColorZoneName_ShoeColor2	Shoe Color 2	Shoe Color 2		False	Localized, SentToLocalization
387984802871646537	ColorZoneName_ShoeColor3	Shoe Color 3	Shoe Color 3		False	Localized, SentToLocalization
4017539121960553907	ColorZoneName_Shoes	Shoes	Shoes		False	Localized, SentToLocalization
6230849512084311668	ColorZoneName_Shovel	Shovel	Shovel		False	Localized, SentToLocalization
5708259756528400301	ColorZoneName_Shutter	Shutter	Shutter		False	Localized, SentToLocalization
2150099706496869116	ColorZoneName_Shutters	Shutters	Shutters		False	Localized, SentToLocalization
1013702543320445850	ColorZoneName_Side	Side	Side		False	Localized, SentToLocalization
6552600637886677407	ColorZoneName_SideRails	Side Rails	Side Rails		False	Localized, SentToLocalization
7680106296292125859	ColorZoneName_Siding	Siding	Siding		False	Localized, SentToLocalization
5548037705739854763	ColorZoneName_Siding1	Siding 1	Siding 1		False	Localized, SentToLocalization
5691484837954655756	ColorZoneName_Siding2	Siding 2	Siding 2		False	Localized, SentToLocalization
22290068025283258	ColorZoneName_Sign	Sign	Sign		False	Localized, SentToLocalization
7520899587755812935	ColorZoneName_Sink	Sink	Sink		False	Localized, SentToLocalization
1109599283878245169	ColorZoneName_SinkExterior	Sink Exterior	Sink Exterior		False	Localized, SentToLocalization
7677636442850461463	ColorZoneName_SinkInterior	Sink Interior	Sink Interior		False	Localized, SentToLocalization
164886801198613938	ColorZoneName_Skeleton	Skeleton	Skeleton		False	Localized, SentToLocalization
8104452916441592295	ColorZoneName_Skin	Skin	Skin		False	Localized, SentToLocalization
2519076098787141560	ColorZoneName_Skirt	Skirt	Skirt		False	Localized, SentToLocalization
6208293674851382061	ColorZoneName_Skull	Skull	Skull		False	Localized, SentToLocalization
7960873655707051932	ColorZoneName_Sleeves	Sleeves	Sleeves		False	Localized, SentToLocalization
5337441438018770237	ColorZoneName_Slippers	Slippers	Slippers		False	Localized, SentToLocalization
3083401651911147920	ColorZoneName_Sock	Sock	Sock		False	Localized, SentToLocalization
2620833394319658596	ColorZoneName_Socket	Socket	Socket		False	Localized, SentToLocalization
146131266467760988	ColorZoneName_Soil	Soil	Soil		False	Localized, SentToLocalization
4990043040271207406	ColorZoneName_SoleAndLace	Sole & Laces	Sole & Lace		False	Localized, SentToLocalization
3053038388972953633	ColorZoneName_Soles	Soles	Soles		False	Localized, SentToLocalization
3681342182489064542	ColorZoneName_Sparkles	Sparkles	Sparkles		False	Localized, SentToLocalization
7326579252585818633	ColorZoneName_Speaker	Speaker	Speaker		False	Localized, SentToLocalization
4193766677769683515	ColorZoneName_Spiderweb	Spiderweb	Spiderweb		False	Localized, SentToLocalization
5240748964365515427	ColorZoneName_Spikes	Thorns	Spikes		False	Localized, SentToLocalization
3155944982430824494	ColorZoneName_Spoon	Spoon	Spoon		False	Localized, SentToLocalization
7139555366692039542	ColorZoneName_Spoons	Spoons	Spoons		False	Localized, SentToLocalization
2132581126101399412	ColorZoneName_Spots	Spots	Spots		False	Localized, SentToLocalization
3496727525658833617	ColorZoneName_Stall	Stall	Stall		False	Localized, SentToLocalization
1020088159657744004	ColorZoneName_Stand	Stand	Stand		False	Localized, SentToLocalization
6738282782144735799	ColorZoneName_StandAndPickGuard	Stand & Pickguard	Stand & PickGuard		False	Localized, SentToLocalization
4242167223309612538	ColorZoneName_Stem	Stem	Stem		False	Localized, SentToLocalization
1537233459967122082	ColorZoneName_Steps	Stairs	Steps		False	Localized, SentToLocalization
6781566476484104485	ColorZoneName_StepsAndHandrails	Stairs & Handrails	Steps & Handrails		False	Localized, SentToLocalization
2932329042863320017	ColorZoneName_Stitches	Stitches	Stitches		False	Localized, SentToLocalization
6292040065933794434	ColorZoneName_Stone	Stone	Stone		False	Localized, SentToLocalization
7237184596319814092	ColorZoneName_Storage	Storage Compartment	Storage		False	Localized, SentToLocalization
150164286281605160	ColorZoneName_Strap	Straps	Strap	Straps for shoes 	False	Localized, SentToLocalization
8147154543613666971	ColorZoneName_StretchMarks	Stretch Marks	StretchMarks		False	Localized, SentToLocalization
5943221875206922237	ColorZoneName_String	String	String	String on a hat	False	Localized, SentToLocalization
3607859164688691712	ColorZoneName_Stripe	Stripe	Stripe		False	Localized, SentToLocalization
218972053287084496	ColorZoneName_Stripes	Stripes	Stripes		False	Localized, SentToLocalization
5778504167632502855	ColorZoneName_Stripes1	Stripes 1	Stripes 1		False	Localized, SentToLocalization
1687037111617141381	ColorZoneName_Stripes2	Stripes 2	Stripes 2		False	Localized, SentToLocalization
7532719337490444391	ColorZoneName_Sun	Sun	Sun		False	Localized, SentToLocalization
721599100442948182	ColorZoneName_TableCloth	Tablecloth	Table Cloth		False	Localized, SentToLocalization
2430201578309158679	ColorZoneName_TableTop	Table Top	Table Top		False	Localized, SentToLocalization
5233431538221357312	ColorZoneName_Tassel	Tassel	Tassel		False	Localized, SentToLocalization
4017672945414328844	ColorZoneName_Teddy	Bear Face	Teddy		False	Localized, SentToLocalization
7067050482661322827	ColorZoneName_Teeth	Teeth	Teeth		False	Localized, SentToLocalization
2320429087207744569	ColorZoneName_Telescope	Telescope	Telescope		False	Localized, SentToLocalization
8261755165895215882	ColorZoneName_TennisBall	Tennis Ball	Tennis Ball		False	Localized, SentToLocalization
8756834874661985042	ColorZoneName_Tentacles	Tentacles	Tentacles		False	Localized, SentToLocalization
5961135494781507482	ColorZoneName_Text	Text	Text		False	Localized, SentToLocalization
4688270073605464536	ColorZoneName_ThrowBlanket	Throw Blanket	Throw Blanket		False	Localized, SentToLocalization
2557615693345986164	ColorZoneName_Tie	Tie	Tie		False	Localized, SentToLocalization
3551243271832398922	ColorZoneName_Tips	Tips	Tips		False	Localized, SentToLocalization
6740237738405699295	ColorZoneName_Tombstone	Tombstone	Tombstone		False	Localized, SentToLocalization
9005743547744033638	ColorZoneName_Tongs	Tongs	Tongs		False	Localized, SentToLocalization
2831864850295732684	ColorZoneName_Shirt	Top	Top		False	ChangedOnProofreadingImport, Localized, SentToLocalization
6025543641773006956	ColorZoneName_TopEdge	Ridge	Top Edge		False	Localized, SentToLocalization
6448150959045388332	ColorZoneName_Towel	Towel	Towel		False	Localized, SentToLocalization
9031617537826330079	ColorZoneName_TransitionColor	Transition Color	Transition Color		False	Localized, SentToLocalization
1053033873150257989	ColorZoneName_Tub	Tub	Tub		False	Localized, SentToLocalization
6690587196534410066	ColorZoneName_TubExterior	Tub Exterior	Tub Exterior		False	Localized, SentToLocalization
6618739825040151036	ColorZoneName_Underskirt	Underskirt	Underskirt	Skirt under another skirt	False	Localized
3183416264477274175	ColorZoneName_UpperFade	Upper Fade	Upper Fade		False	Localized, SentToLocalization
835741489139351819	ColorZoneName_UpperLip	Upper Lip	Upper Lip		False	Localized, SentToLocalization
2431126012711071500	ColorZoneName_Overskirt	Overskirt	Overskirt	Skirt on top of another skirt	False	Localized
5260973193408935870	ColorZoneName_Utensils	Utensils	Utensils		False	Localized, SentToLocalization
1650050189448460371	ColorZoneName_Vamp	Vamp	Vamp		False	Localized, SentToLocalization
6213288832092178930	ColorZoneName_Vest	Vest	Vest		False	Localized, SentToLocalization
2675564389177242681	ColorZoneName_Visor	Visor	Visor		False	Localized, SentToLocalization
6281218720044012979	ColorZoneName_Vynil	Vinyl	Vynil		False	Localized, SentToLocalization
7796954336129412179	ColorZoneName_Wall	Wall	Wall		False	Localized, SentToLocalization
4317876157951132509	ColorZoneName_Wallpaper	Wallpaper	Wallpaper		False	Localized, SentToLocalization
5654790327495213073	ColorZoneName_Wardrobe	Wardrobe	Wardrobe		False	Localized, SentToLocalization
1207835636673681177	ColorZoneName_Weave	Weave	Weave		False	Localized, SentToLocalization
7583414394163298656	ColorZoneName_Weights	Weights	Weights		False	Localized, SentToLocalization
1061012068157271381	ColorZoneName_Wheels	Wheels	Wheels		False	Localized, SentToLocalization
9169011204427089212	ColorZoneName_WhippedCream	Whipped Cream	Whipped Cream		False	Localized, SentToLocalization
5516219848338028871	ColorZoneName_WhiteOfTheEye	White of the Eye	White of the Eye		False	Localized, SentToLocalization
7296815303492818388	ColorZoneName_Whole	Whole Item	Whole		False	Localized, SentToLocalization
2811601924630010583	ColorZoneName_WindowFrame	Window Frame	Window Frame		False	Localized, SentToLocalization
9111919604096632753	ColorZoneName_Wire	Wire	Wire		False	Localized, SentToLocalization
5152716400669542597	ColorZoneName_Wood	Wood	Wood		False	Localized, SentToLocalization
4397398746970862881	ColorZoneName_WoodSlats	Wood Slats	Wood Slats		False	Localized, SentToLocalization
9020941946466537411	ColorZoneName_Wool	Wool	Wool		False	Localized, SentToLocalization
5261679020642828041	ColorZoneName_Wrapper	Wrapper	Wrapper		False	Localized, SentToLocalization
4554138024197346147	ColorZoneName_Writings	Text	Writings		False	Localized, SentToLocalization
470462596245106731	ColorZoneName_Yolk	Yolk	Yolk		False	Localized, SentToLocalization
8208579128316550230	ColorZoneName_Zipper	Zipper	Zipper		False	Localized, SentToLocalization
624321139261714864	UICharacterCreator_CreateNewOutfit	Create New Outfit	Create New Outfit		False	Localized, SentToLocalization
1245751480910131894	ColorZoneName_Default	Color {0}	Color {0}	Feet of a table	False	Localized, SentToLocalization
3397832394790965293	UICharacters_CreatePremadeCharacter	Create character from library	Create character from premade library		True	None
7174268403272439581	UICharacters_CreateFromGenetics	Create from genetics	Create from genetics		False	Localized, SentToLocalization
6035338754467242679	UIGenetics_CreateChild	Create Child	Create child		False	Localized, SentToLocalization
3753948711886996175	UIGenetics_RandomizeCharacter	Randomize	Randomize		False	Localized, SentToLocalization
241639475907758581	OccupationUnlockableDescription_SeriouslyPromisingNewHire	You're such a promising hire, you get a $50 raise!	You're such a promising hire, your salary is up by 50$!		False	Localized, SentToLocalization
5264945646949944140	CharacterCreatorTag_ArmHair	Arm Hair	Arm Hair		False	Localized, SentToLocalization
2518413801776985498	CharacterCreatorTag_Beanies	Beanies	Beanies		False	Localized, SentToLocalization
4716216549529800337	CharacterCreatorTag_Beard	Long Beards	Beards		False	Localized, SentToLocalization
1728466712966820605	CharacterCreatorTag_Birthmarks	Birthmarks	Birthmarks		False	Localized, SentToLocalization
5935545560243038280	CharacterCreatorTag_Blushes	Blush	Blush		False	Localized, SentToLocalization
2394450312498791119	CharacterCreatorTag_Body	Body	Body		False	Localized, SentToLocalization
7929849931103183299	CharacterCreatorTag_BodyAcne	Acne	Acne		False	Localized, SentToLocalization
7172219335720666714	CharacterCreatorTag_BodyBeautySpots	Moles	Beauty Spots		False	Localized, SentToLocalization
5036636018760795148	CharacterCreatorTag_BodyFreckles	Freckles	Freckles		False	Localized, SentToLocalization
3486628946102466416	CharacterCreatorTag_BodyHair	Body Hair	Body Hair		False	Localized, SentToLocalization
6136589131500089146	CharacterCreatorTag_BodyPiercings	Piercings	Piercings		False	Localized, SentToLocalization
16737176111907121	CharacterCreatorTag_BodyScars	Scars	Scars		False	Localized, SentToLocalization
602110842915908877	CharacterCreatorTag_BodySkinDetails	Skin Details	Skin Details		False	Localized, SentToLocalization
6512209921096344252	CharacterCreatorTag_Bodysuits	Teddies	Teddies	Teddy (garment) as in bodysuit.	False	Localized, SentToLocalization
695609742972303653	CharacterCreatorTag_Boots	Boots	Boots		False	Localized, SentToLocalization
748211990206044398	CharacterCreatorTag_BottomBodyShape	Bottom Shape	Bottom Shape		False	Localized, SentToLocalization
1769993361510893731	CharacterCreatorTag_Bracelets	Bracelets	Bracelets		False	Localized, SentToLocalization
5166139358507140898	CharacterCreatorTag_Caps	Caps	Caps		False	Localized, SentToLocalization
973937451289927578	CharacterCreatorTag_CasualShirts	Casual Shirts	Casual Shirts		False	Localized, SentToLocalization
6635993692787092865	CharacterCreatorTag_Cheeks	Cheeks	Cheeks		False	Localized, SentToLocalization
2382880071810722474	CharacterCreatorTag_ChestBodyShape	Chest Shape	Chest Shape		False	Localized, SentToLocalization
6610090564287971825	CharacterCreatorTag_Chin	Chin	Chin		False	Localized, SentToLocalization
9070892978532769963	CharacterCreatorTag_Costumes	Costumes	Costumes		False	Localized, SentToLocalization
6975237334001035508	CharacterCreatorTag_CostumesBottoms	Costume Bottoms	Costumes Bottoms		False	Localized, SentToLocalization
8073804370630195396	CharacterCreatorTag_CostumeShoes	Costume Shoes	Costume Shoes		False	Localized, SentToLocalization
5136050470283873570	CharacterCreatorTag_CostumesTops	Costume Tops	Costumes Tops		False	Localized, SentToLocalization
6899813393427401541	CharacterCreatorTag_DarkCircles	Dark Circles	Dark Circles		False	Localized, SentToLocalization
7605922515154681289	CharacterCreatorTag_Dresses	Dresses	Dresses		False	Localized, SentToLocalization
5233598894641038325	CharacterCreatorTag_Earrings	Earrings	Earrings		False	Localized, SentToLocalization
1263945728683939625	CharacterCreatorTag_Ears	Ears	Ears		False	Localized, SentToLocalization
3745405042283341238	CharacterCreatorTag_Eyebrows	Eyebrows	Eyebrows		False	Localized, SentToLocalization
9183773511325360632	CharacterCreatorTag_EyebrowsPresets	Eyebrow Presets	Eyebrows Presets		False	ChangedOnProofreadingImport, Localized, SentToLocalization
